Instance,Income
112365,-41488.0
112366,64560.0
112367,31056.0
112368,41728.0
112369,163328.0
112370,-43648.0
112371,359056.0
112372,115360.0
112373,36976.0
112374,17552.0
112375,32768.0
112376,114912.0
112377,136480.0
112378,64016.0
112379,121280.0
112380,65520.0
112381,45168.0
112382,109744.0
112383,63024.0
112384,243392.0
112385,-3792.0
112386,186592.0
112387,77648.0
112388,46384.0
112389,63072.0
112390,38608.0
112391,-7392.0
112392,127920.0
112393,80256.0
112394,27248.0
112395,29120.0
112396,182288.0
112397,73424.0
112398,406208.0
112399,108272.0
112400,45552.0
112401,133008.0
112402,629728.0
112403,168176.0
112404,102880.0
112405,72384.0
112406,-10544.0
112407,43792.0
112408,60912.0
112409,103056.0
112410,-13776.0
112411,137648.0
112412,129744.0
112413,19184.0
112414,126912.0
112415,154096.0
112416,84816.0
112417,104528.0
112418,67872.0
112419,231856.0
112420,40848.0
112421,290352.0
112422,100000.0
112423,23408.0
112424,6992.0
112425,-2560.0
112426,144976.0
112427,326832.0
112428,288448.0
112429,-9232.0
112430,79728.0
112431,134448.0
112432,-5808.0
112433,120832.0
112434,41328.0
112435,64800.0
112436,50752.0
112437,59504.0
112438,127232.0
112439,40704.0
112440,258544.0
112441,51536.0
112442,466928.0
112443,76288.0
112444,-9840.0
112445,69392.0
112446,537328.0
112447,449536.0
112448,74320.0
112449,96240.0
112450,20176.0
112451,126912.0
112452,36848.0
112453,83648.0
112454,130592.0
112455,646208.0
112456,22992.0
112457,187088.0
112458,102800.0
112459,57968.0
112460,57168.0
112461,357088.0
112462,114992.0
112463,95264.0
112464,59952.0
112465,143600.0
112466,205040.0
112467,42848.0
112468,15776.0
112469,46288.0
112470,26752.0
112471,56512.0
112472,184016.0
112473,166896.0
112474,50832.0
112475,111984.0
112476,85616.0
112477,24672.0
112478,79248.0
112479,44896.0
112480,43168.0
112481,146320.0
112482,46640.0
112483,258624.0
112484,67088.0
112485,127376.0
112486,-22640.0
112487,15920.0
112488,199936.0
112489,34448.0
112490,403712.0
112491,88016.0
112492,105792.0
112493,277472.0
112494,27648.0
112495,-5264.0
112496,4656.0
112497,182512.0
112498,39312.0
112499,51648.0
112500,31856.0
112501,53968.0
112502,64208.0
112503,43984.0
112504,36400.0
112505,26496.0
112506,131360.0
112507,130704.0
112508,100528.0
112509,976.0
112510,59504.0
112511,158384.0
112512,5264.0
112513,48368.0
112514,51424.0
112515,146048.0
112516,124544.0
112517,24528.0
112518,86944.0
112519,-12208.0
112520,51168.0
112521,157168.0
112522,58784.0
112523,92688.0
112524,78112.0
112525,-30864.0
112526,61616.0
112527,56784.0
112528,26656.0
112529,8704.0
112530,102608.0
112531,138224.0
112532,160464.0
112533,118704.0
112534,338896.0
112535,50560.0
112536,124144.0
112537,74352.0
112538,-52960.0
112539,206288.0
112540,-304.0
112541,92208.0
112542,194288.0
112543,91280.0
112544,210384.0
112545,40944.0
112546,-31552.0
112547,118736.0
112548,436912.0
112549,84080.0
112550,102112.0
112551,496.0
112552,127936.0
112553,87648.0
112554,79968.0
112555,13424.0
112556,91568.0
112557,72144.0
112558,105088.0
112559,26784.0
112560,54176.0
112561,180688.0
112562,-20752.0
112563,145600.0
112564,369680.0
112565,144816.0
112566,29952.0
112567,120464.0
112568,102112.0
112569,168784.0
112570,36336.0
112571,133648.0
112572,176688.0
112573,-13456.0
112574,89072.0
112575,75488.0
112576,62320.0
112577,296384.0
112578,422624.0
112579,85776.0
112580,215904.0
112581,63472.0
112582,49232.0
112583,-13728.0
112584,265584.0
112585,16176.0
112586,-42352.0
112587,164192.0
112588,137840.0
112589,254128.0
112590,24000.0
112591,183040.0
112592,31888.0
112593,-4416.0
112594,12736.0
112595,18192.0
112596,51168.0
112597,41856.0
112598,18320.0
112599,-34320.0
112600,11632.0
112601,178048.0
112602,88400.0
112603,63776.0
112604,171136.0
112605,41408.0
112606,36816.0
112607,85888.0
112608,119984.0
112609,191824.0
112610,105952.0
112611,180544.0
112612,195904.0
112613,107312.0
112614,176224.0
112615,59664.0
112616,129056.0
112617,101072.0
112618,253936.0
112619,-16208.0
112620,-31888.0
112621,-35808.0
112622,132608.0
112623,73392.0
112624,49536.0
112625,32224.0
112626,164304.0
112627,16080.0
112628,23728.0
112629,68032.0
112630,47136.0
112631,127632.0
112632,192720.0
112633,194992.0
112634,-12496.0
112635,32288.0
112636,89296.0
112637,168000.0
112638,-28400.0
112639,94048.0
112640,4176.0
112641,-8304.0
112642,257232.0
112643,84320.0
112644,136656.0
112645,40112.0
112646,8560.0
112647,-19920.0
112648,36928.0
112649,-12304.0
112650,-27312.0
112651,35712.0
112652,-22896.0
112653,3936.0
112654,6464.0
112655,-4720.0
112656,3840.0
112657,313488.0
112658,662768.0
112659,114128.0
112660,104048.0
112661,176624.0
112662,154592.0
112663,128592.0
112664,232752.0
112665,398560.0
112666,119984.0
112667,13008.0
112668,31408.0
112669,156784.0
112670,-8080.0
112671,213472.0
112672,120112.0
112673,40656.0
112674,13152.0
112675,58512.0
112676,35328.0
112677,37008.0
112678,13920.0
112679,113968.0
112680,167760.0
112681,34064.0
112682,124384.0
112683,13792.0
112684,230384.0
112685,14192.0
112686,12464.0
112687,74992.0
112688,37840.0
112689,126576.0
112690,78992.0
112691,30416.0
112692,47888.0
112693,131664.0
112694,8176.0
112695,152880.0
112696,172976.0
112697,140400.0
112698,132336.0
112699,410256.0
112700,239440.0
112701,359568.0
112702,124592.0
112703,44688.0
112704,98544.0
112705,234176.0
112706,81040.0
112707,13136.0
112708,124368.0
112709,171472.0
112710,83168.0
112711,86608.0
112712,-16128.0
112713,107808.0
112714,141792.0
112715,128288.0
112716,-20416.0
112717,-35888.0
112718,98256.0
112719,65072.0
112720,49280.0
112721,11552.0
112722,13232.0
112723,34256.0
112724,208.0
112725,62032.0
112726,-30224.0
112727,67952.0
112728,160496.0
112729,38768.0
112730,20928.0
112731,23856.0
112732,-38272.0
112733,74896.0
112734,249232.0
112735,-57712.0
112736,99296.0
112737,49712.0
112738,396176.0
112739,77744.0
112740,164752.0
112741,39760.0
112742,51088.0
112743,28672.0
112744,115600.0
112745,165984.0
112746,17104.0
112747,99792.0
112748,396976.0
112749,49376.0
112750,-24560.0
112751,295632.0
112752,106992.0
112753,75984.0
112754,187120.0
112755,-3984.0
112756,65232.0
112757,78944.0
112758,6096.0
112759,-28368.0
112760,40368.0
112761,132368.0
112762,354960.0
112763,176.0
112764,173456.0
112765,-73696.0
112766,117584.0
112767,725904.0
112768,19216.0
112769,94992.0
112770,16272.0
112771,99440.0
112772,20016.0
112773,102384.0
112774,11632.0
112775,74992.0
112776,-4976.0
112777,13280.0
112778,477904.0
112779,202608.0
112780,154960.0
112781,117584.0
112782,28704.0
112783,63952.0
112784,118016.0
112785,-3056.0
112786,106512.0
112787,113840.0
112788,57024.0
112789,74448.0
112790,130688.0
112791,205712.0
112792,208.0
112793,60496.0
112794,470320.0
112795,16960.0
112796,42320.0
112797,75008.0
112798,85888.0
112799,152384.0
112800,49376.0
112801,-512.0
112802,220864.0
112803,321184.0
112804,97920.0
112805,52528.0
112806,-10368.0
112807,1776.0
112808,260080.0
112809,34288.0
112810,174400.0
112811,141712.0
112812,80656.0
112813,197728.0
112814,26784.0
112815,38256.0
112816,-8736.0
112817,81232.0
112818,63248.0
112819,51280.0
112820,270624.0
112821,12912.0
112822,-18736.0
112823,6944.0
112824,19888.0
112825,93472.0
112826,125568.0
112827,97312.0
112828,76928.0
112829,-20992.0
112830,65072.0
112831,99136.0
112832,95760.0
112833,156256.0
112834,31872.0
112835,214912.0
112836,53328.0
112837,132224.0
112838,351424.0
112839,72464.0
112840,133936.0
112841,77616.0
112842,188032.0
112843,64624.0
112844,52192.0
112845,77232.0
112846,265904.0
112847,101872.0
112848,190928.0
112849,169136.0
112850,159408.0
112851,295680.0
112852,42832.0
112853,261456.0
112854,83728.0
112855,576208.0
112856,29296.0
112857,8080.0
112858,-6064.0
112859,152768.0
112860,62624.0
112861,185472.0
112862,48144.0
112863,48672.0
112864,243136.0
112865,1120.0
112866,293280.0
112867,19952.0
112868,39280.0
112869,78864.0
112870,68096.0
112871,167856.0
112872,8672.0
112873,193728.0
112874,99888.0
112875,74576.0
112876,273872.0
112877,46752.0
112878,581648.0
112879,349776.0
112880,47088.0
112881,92848.0
112882,389696.0
112883,48816.0
112884,-67136.0
112885,63328.0
112886,75264.0
112887,3952.0
112888,134944.0
112889,104720.0
112890,180432.0
112891,125712.0
112892,107536.0
112893,41744.0
112894,220736.0
112895,-15952.0
112896,-52592.0
112897,105840.0
112898,195440.0
112899,-9840.0
112900,63376.0
112901,82304.0
112902,25040.0
112903,188080.0
112904,194832.0
112905,81824.0
112906,53136.0
112907,-32784.0
112908,-39520.0
112909,407440.0
112910,104016.0
112911,59440.0
112912,-22912.0
112913,67296.0
112914,32160.0
112915,265952.0
112916,247888.0
112917,88096.0
112918,133088.0
112919,59488.0
112920,4672.0
112921,38352.0
112922,156720.0
112923,135664.0
112924,74768.0
112925,175328.0
112926,20912.0
112927,26544.0
112928,-19232.0
112929,94064.0
112930,375392.0
112931,41168.0
112932,229824.0
112933,9680.0
112934,112080.0
112935,75584.0
112936,173104.0
112937,296096.0
112938,39968.0
112939,-29920.0
112940,82528.0
112941,332352.0
112942,-15040.0
112943,348064.0
112944,-2224.0
112945,151792.0
112946,68960.0
112947,38352.0
112948,54688.0
112949,11920.0
112950,152784.0
112951,55840.0
112952,10000.0
112953,30240.0
112954,59136.0
112955,-46832.0
112956,-4400.0
112957,34016.0
112958,380528.0
112959,121040.0
112960,93136.0
112961,267776.0
112962,98336.0
112963,138016.0
112964,2800.0
112965,560.0
112966,454336.0
112967,-2736.0
112968,-55008.0
112969,124400.0
112970,-72992.0
112971,55472.0
112972,180288.0
112973,17120.0
112974,74768.0
112975,6384.0
112976,-25104.0
112977,18000.0
112978,118448.0
112979,259056.0
112980,489952.0
112981,85760.0
112982,30960.0
112983,133344.0
112984,-15824.0
112985,-9808.0
112986,22656.0
112987,13424.0
112988,60736.0
112989,64144.0
112990,96880.0
112991,17392.0
112992,3888.0
112993,122928.0
112994,6368.0
112995,188704.0
112996,-17872.0
112997,303856.0
112998,37616.0
112999,112112.0
113000,-26624.0
113001,33568.0
113002,66512.0
113003,73232.0
113004,156144.0
113005,56112.0
113006,55120.0
113007,-18592.0
113008,105952.0
113009,34080.0
113010,71552.0
113011,76656.0
113012,49840.0
113013,43104.0
113014,86272.0
113015,148144.0
113016,270768.0
113017,67616.0
113018,64000.0
113019,172896.0
113020,48752.0
113021,50336.0
113022,65936.0
113023,87840.0
113024,157008.0
113025,37136.0
113026,21312.0
113027,14752.0
113028,8720.0
113029,161424.0
113030,118624.0
113031,51408.0
113032,13776.0
113033,141552.0
113034,16000.0
113035,63008.0
113036,135680.0
113037,82576.0
113038,73968.0
113039,87024.0
113040,69504.0
113041,18464.0
113042,247856.0
113043,6096.0
113044,383952.0
113045,697024.0
113046,79472.0
113047,47728.0
113048,17536.0
113049,140688.0
113050,147376.0
113051,180336.0
113052,-8192.0
113053,96592.0
113054,103360.0
113055,40720.0
113056,95312.0
113057,12624.0
113058,-18368.0
113059,72016.0
113060,91776.0
113061,-7024.0
113062,80176.0
113063,190512.0
113064,131584.0
113065,40656.0
113066,960.0
113067,66128.0
113068,92432.0
113069,1904.0
113070,105616.0
113071,197584.0
113072,19216.0
113073,266352.0
113074,163728.0
113075,20528.0
113076,115536.0
113077,49040.0
113078,17360.0
113079,116688.0
113080,66384.0
113081,59152.0
113082,25952.0
113083,46144.0
113084,68592.0
113085,42960.0
113086,233168.0
113087,452048.0
113088,55232.0
113089,383408.0
113090,58160.0
113091,65936.0
113092,87168.0
113093,98608.0
113094,151440.0
113095,180624.0
113096,133424.0
113097,32624.0
113098,205936.0
113099,17856.0
113100,29104.0
113101,290720.0
113102,229616.0
113103,22896.0
113104,79280.0
113105,47104.0
113106,137584.0
113107,121360.0
113108,166768.0
113109,4624.0
113110,52720.0
113111,150848.0
113112,53120.0
113113,123664.0
113114,54688.0
113115,80864.0
113116,50336.0
113117,198464.0
113118,-32048.0
113119,174080.0
113120,84080.0
113121,98928.0
113122,134560.0
113123,558864.0
113124,9040.0
113125,161840.0
113126,115504.0
113127,70720.0
113128,68256.0
113129,214832.0
113130,166192.0
113131,93936.0
113132,108560.0
113133,93664.0
113134,384784.0
113135,100848.0
113136,88464.0
113137,22288.0
113138,68240.0
113139,129424.0
113140,166128.0
113141,62672.0
113142,29296.0
113143,18512.0
113144,220944.0
113145,105936.0
113146,49264.0
113147,-17760.0
113148,194176.0
113149,66048.0
113150,10768.0
113151,62704.0
113152,39328.0
113153,205456.0
113154,116336.0
113155,42928.0
113156,590448.0
113157,184384.0
113158,39936.0
113159,215904.0
113160,66864.0
113161,170672.0
113162,55312.0
113163,33072.0
113164,44848.0
113165,218896.0
113166,39408.0
113167,159888.0
113168,76368.0
113169,41728.0
113170,246688.0
113171,65392.0
113172,111184.0
113173,57040.0
113174,172848.0
113175,18160.0
113176,91856.0
113177,97936.0
113178,69136.0
113179,38896.0
113180,33360.0
113181,25872.0
113182,-4368.0
113183,-16064.0
113184,67696.0
113185,83152.0
113186,170224.0
113187,299168.0
113188,560.0
113189,167024.0
113190,86704.0
113191,46400.0
113192,42608.0
113193,114848.0
113194,33904.0
113195,221936.0
113196,28528.0
113197,724128.0
113198,92240.0
113199,83312.0
113200,3200.0
113201,97968.0
113202,61376.0
113203,544.0
113204,193744.0
113205,434528.0
113206,102384.0
113207,-39536.0
113208,203392.0
113209,136848.0
113210,103472.0
113211,58288.0
113212,102576.0
113213,96752.0
113214,17248.0
113215,85008.0
113216,127392.0
113217,45008.0
113218,-3056.0
113219,1872.0
113220,169456.0
113221,-5376.0
113222,45456.0
113223,149328.0
113224,1200.0
113225,103200.0
113226,74704.0
113227,123456.0
113228,74192.0
113229,-4832.0
113230,84720.0
113231,48464.0
113232,252272.0
113233,16800.0
113234,31600.0
113235,247024.0
113236,37328.0
113237,193152.0
113238,73824.0
113239,-1232.0
113240,68624.0
113241,131408.0
113242,109168.0
113243,106480.0
113244,85936.0
113245,126784.0
113246,56496.0
113247,65456.0
113248,56864.0
113249,70720.0
113250,250480.0
113251,53280.0
113252,56608.0
113253,-18960.0
113254,66608.0
113255,214176.0
113256,25472.0
113257,142336.0
113258,13856.0
113259,-24304.0
113260,77520.0
113261,14240.0
113262,81008.0
113263,423456.0
113264,-15952.0
113265,66656.0
113266,184176.0
113267,80016.0
113268,214912.0
113269,-26512.0
113270,-20640.0
113271,212080.0
113272,-17904.0
113273,38640.0
113274,156832.0
113275,86928.0
113276,-12560.0
113277,15856.0
113278,343824.0
113279,87984.0
113280,75200.0
113281,172112.0
113282,101712.0
113283,86144.0
113284,314400.0
113285,-416.0
113286,152672.0
113287,170688.0
113288,54944.0
113289,69040.0
113290,42352.0
113291,46800.0
113292,283504.0
113293,-10256.0
113294,57408.0
113295,258528.0
113296,85760.0
113297,37360.0
113298,40048.0
113299,48752.0
113300,54464.0
113301,5728.0
113302,147648.0
113303,77488.0
113304,160848.0
113305,116592.0
113306,44096.0
113307,162624.0
113308,-14496.0
113309,60752.0
113310,-35152.0
113311,62144.0
113312,10928.0
113313,141936.0
113314,35024.0
113315,115296.0
113316,88992.0
113317,92352.0
113318,50064.0
113319,34880.0
113320,95904.0
113321,-13936.0
113322,30384.0
113323,11088.0
113324,-27760.0
113325,50352.0
113326,23344.0
113327,47888.0
113328,102304.0
113329,273520.0
113330,151328.0
113331,60624.0
113332,58256.0
113333,221728.0
113334,14704.0
113335,14080.0
113336,142048.0
113337,-22256.0
113338,147152.0
113339,-19568.0
113340,70432.0
113341,131024.0
113342,99840.0
113343,34576.0
113344,55968.0
113345,21760.0
113346,85472.0
113347,84048.0
113348,133520.0
113349,18864.0
113350,-25840.0
113351,158240.0
113352,34112.0
113353,112624.0
113354,-38448.0
113355,208048.0
113356,75728.0
113357,-20592.0
113358,129168.0
113359,5072.0
113360,209712.0
113361,200784.0
113362,196448.0
113363,77712.0
113364,78256.0
113365,80912.0
113366,-27376.0
113367,87280.0
113368,13472.0
113369,107040.0
113370,33168.0
113371,176528.0
113372,63920.0
113373,121024.0
113374,299184.0
113375,125552.0
113376,116368.0
113377,51536.0
113378,149936.0
113379,144592.0
113380,38672.0
113381,172000.0
113382,255168.0
113383,10960.0
113384,165264.0
113385,236208.0
113386,21760.0
113387,198768.0
113388,89360.0
113389,-12512.0
113390,110192.0
113391,-2320.0
113392,68960.0
113393,94720.0
113394,-24896.0
113395,46144.0
113396,-31984.0
113397,99088.0
113398,87776.0
113399,47184.0
113400,324272.0
113401,-3120.0
113402,452432.0
113403,210736.0
113404,4448.0
113405,64192.0
113406,54096.0
113407,194032.0
113408,138112.0
113409,101344.0
113410,25072.0
113411,10720.0
113412,94656.0
113413,479408.0
113414,49408.0
113415,-24272.0
113416,90512.0
113417,869408.0
113418,262544.0
113419,109648.0
113420,13808.0
113421,37488.0
113422,130000.0
113423,107312.0
113424,36976.0
113425,5424.0
113426,177824.0
113427,136848.0
113428,199984.0
113429,147616.0
113430,236880.0
113431,116912.0
113432,76432.0
113433,110800.0
113434,16464.0
113435,-41264.0
113436,88368.0
113437,27664.0
113438,63696.0
113439,134480.0
113440,188016.0
113441,34976.0
113442,181360.0
113443,176128.0
113444,185808.0
113445,74832.0
113446,-17952.0
113447,70800.0
113448,54528.0
113449,160240.0
113450,142048.0
113451,76080.0
113452,165136.0
113453,154352.0
113454,223056.0
113455,103728.0
113456,62672.0
113457,4368.0
113458,84896.0
113459,35808.0
113460,52064.0
113461,-37216.0
113462,45552.0
113463,-40560.0
113464,81072.0
113465,-61232.0
113466,102064.0
113467,-28848.0
113468,145968.0
113469,-1280.0
113470,66976.0
113471,45072.0
113472,651024.0
113473,196784.0
113474,58768.0
113475,64736.0
113476,14560.0
113477,141744.0
113478,341040.0
113479,182416.0
113480,157856.0
113481,260368.0
113482,54320.0
113483,14864.0
113484,81728.0
113485,92272.0
113486,8112.0
113487,101136.0
113488,5168.0
113489,-21104.0
113490,88512.0
113491,220400.0
113492,29168.0
113493,127088.0
113494,53136.0
113495,148448.0
113496,18160.0
113497,156208.0
113498,37888.0
113499,4336.0
113500,61312.0
113501,37968.0
113502,396112.0
113503,40816.0
113504,248048.0
113505,3632.0
113506,-15584.0
113507,189520.0
113508,204496.0
113509,73872.0
113510,188704.0
113511,223168.0
113512,14208.0
113513,56784.0
113514,126064.0
113515,13728.0
113516,371456.0
113517,43952.0
113518,88464.0
113519,134800.0
113520,331344.0
113521,216256.0
113522,-1968.0
113523,57904.0
113524,139632.0
113525,57216.0
113526,44256.0
113527,208016.0
113528,25008.0
113529,57184.0
113530,83120.0
113531,120944.0
113532,16128.0
113533,205904.0
113534,311024.0
113535,81712.0
113536,72144.0
113537,92112.0
113538,113424.0
113539,55232.0
113540,61520.0
113541,49808.0
113542,351840.0
113543,-35136.0
113544,81936.0
113545,139248.0
113546,148064.0
113547,19472.0
113548,47376.0
113549,44336.0
113550,-11136.0
113551,73280.0
113552,130528.0
113553,2672.0
113554,282528.0
113555,84368.0
113556,91600.0
113557,52384.0
113558,22544.0
113559,203392.0
113560,45872.0
113561,78320.0
113562,109296.0
113563,376720.0
113564,30768.0
113565,51456.0
113566,160928.0
113567,342944.0
113568,391504.0
113569,191472.0
113570,271232.0
113571,33648.0
113572,361248.0
113573,64176.0
113574,24944.0
113575,-24304.0
113576,202080.0
113577,5024.0
113578,81072.0
113579,271088.0
113580,98800.0
113581,263728.0
113582,63520.0
113583,96688.0
113584,42704.0
113585,105936.0
113586,656.0
113587,162416.0
113588,163312.0
113589,9792.0
113590,277680.0
113591,140688.0
113592,-10256.0
113593,14512.0
113594,63200.0
113595,271824.0
113596,212896.0
113597,37616.0
113598,-11504.0
113599,32864.0
113600,136480.0
113601,2016.0
113602,177840.0
113603,76272.0
113604,33776.0
113605,-8016.0
113606,125520.0
113607,75952.0
113608,169488.0
113609,5824.0
113610,31056.0
113611,192464.0
113612,499664.0
113613,105584.0
113614,14480.0
113615,-25840.0
113616,88992.0
113617,138928.0
113618,201392.0
113619,288704.0
113620,56624.0
113621,101552.0
113622,36032.0
113623,64496.0
113624,268912.0
113625,151200.0
113626,79184.0
113627,60368.0
113628,73568.0
113629,69840.0
113630,102320.0
113631,-11824.0
113632,-16816.0
113633,27216.0
113634,326960.0
113635,70448.0
113636,101040.0
113637,-27488.0
113638,66576.0
113639,96016.0
113640,65360.0
113641,48128.0
113642,180256.0
113643,784.0
113644,383664.0
113645,228368.0
113646,294256.0
113647,47424.0
113648,83184.0
113649,23408.0
113650,40800.0
113651,57664.0
113652,20368.0
113653,140096.0
113654,87136.0
113655,44352.0
113656,112672.0
113657,477424.0
113658,-9936.0
113659,124720.0
113660,21104.0
113661,179152.0
113662,67824.0
113663,80816.0
113664,32080.0
113665,349968.0
113666,38944.0
113667,54928.0
113668,185744.0
113669,16688.0
113670,96976.0
113671,116848.0
113672,177328.0
113673,60864.0
113674,249536.0
113675,268144.0
113676,56512.0
113677,-10448.0
113678,74400.0
113679,182736.0
113680,60128.0
113681,-1168.0
113682,71328.0
113683,92688.0
113684,107472.0
113685,4400.0
113686,117120.0
113687,83216.0
113688,94512.0
113689,-16000.0
113690,109648.0
113691,151312.0
113692,-2448.0
113693,123984.0
113694,169504.0
113695,58608.0
113696,140048.0
113697,335856.0
113698,85504.0
113699,10288.0
113700,124208.0
113701,149488.0
113702,148160.0
113703,48656.0
113704,13616.0
113705,81008.0
113706,305440.0
113707,29344.0
113708,90320.0
113709,72256.0
113710,147440.0
113711,50224.0
113712,43248.0
113713,70768.0
113714,16144.0
113715,55168.0
113716,45744.0
113717,635408.0
113718,141120.0
113719,-4880.0
